S.N.	Reference No.	Name	Acc. No.	Valid From	Valid Upto	Remarks
984	H-2022-1869	Atreya Hospital (A Unit Of DMRI), Thrissur, Kerala, India	H-2022-1012	25 Aug 2022	24 Aug 2026	Accredited on 5th Edition
985	H-2022-1849	Shri Ram Singh Multi Speciality Hospital, Gautam Buddha Nagar, Noida, Uttar Pradesh, India	H-2022-1013	25 Aug 2022	24 Aug 2026	Accredited on 5th Edition
986	H-2020-1628	S K Hospital, Thiruvananthapuram, Kerala, India	H-2022-1014	01 Sep 2022	31 Aug 2026	Accredited on 5th Edition
987	H-2022-1839	Dr. Jivraj Mehta Smarak Health Foundation & Bakeri Medical Research Centre, Ahmedabad, Gujarat, India	H-2022-1015	01 Sep 2022	31 Aug 2026	Accredited on 5th Edition
988	H-2021-1808	Ramaiah Medical College Hospital, Bangalore, Karnataka, India	H-2022-1016	01 Sep 2022	31 Aug 2026	Accredited on 5th Edition
989	H-2021-1798	Neyyar Medicity, Thiruvananthapuram, Kerala, India	H-2022-1017	01 Sep 2022	31 Aug 2026	Accredited on 5th Edition
990	H-2022-1860	Jeevan Rekha Critical Care And Trauma Hospital Research And Training Institute, Jaipur, Rajasthan, India	H-2022-1018	01 Sep 2022	31 Aug 2026	Accredited on 5th Edition
991	H-2021-1727	Moga Medicity Superspeciality Hospital (A Unit Of Moga Medicity Private Limited), Moga, Punjab, India	H-2022-1019	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
992	H-2021-1745	BMRC Hospitals Ltd., North 24 Parganas, West Bengal, India	H-2022-1020	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
993	H-2022-1814	Medicover Hospitals, Visakhapatnam, Andhra Pradesh, India	H-2022-1021	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
994	H-2021-1729	Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital), Indore, Madhya Pradesh, India	H-2022-1022	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
995	H-2021-1723	Medicover Hospitals, Srikakulam, Andhra Pradesh, India	H-2022-1023	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
996	H-2022-1825	Guru Teg Bahadur Sahib Charitable Hospital, Ludhiana, Punjab, India	H-2022-1024	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
997	H-2021-1663	Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.), Ghaziabad, Uttar Pradesh, India	H-2022-1025	08 Sep 2022	07 Sep 2026	Accredited on 5th Edition
998	H-2021-1665	Sonia Hospital, Delhi, Delhi, India	H-2022-1026	22 Sep 2022	21 Sep 2026	Accredited on 5th Edition
999	H-2021-1672	Ukar Super Speciality Hospital (A Unit of Ukar Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Navin Hospital), Ghaziabad, Uttar Pradesh, India	H-2022-1027	22 Sep 2022	21 Sep 2026	Forced Withdrawal of Accreditation w.e.f. 4th September 2025
1000	H-2021-1804	Krishna Institute of Medical Sciences Ltd., Prakasam, Ongole, Andhra Pradesh, India	H-2022-1028	22 Sep 2022	21 Sep 2026	Accredited on 5th Edition
1001	H-2022-1824	Positron Hospital(A Unit Of Mk Super Speciality Hospital Pvt. Ltd.), Rohtak, Haryana, India	H-2022-1029	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1002	H-2020-1638	Acharya Vinoba Bhave Rural Hospital Sawangi Meghe Wardha, Wardha, Maharashtra, India	H-2022-1030	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1003	H-2021-1781	Aarbee Institute Of Medical Sciences, Bilaspur, Chattisgarh, India	H-2022-1031	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1004	H-2021-1742	Dr Sanjay Multi Speciality Hospital Pvt. Ltd, Jhajjar, Haryana, India	H-2022-1032	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1005	H-2021-1756	Kims-Kingsway Hospitals (A Unit of SPANV Medisearch Lifesciences Pvt. Ltd.), Nagpur, Maharashtra, India	H-2022-1033	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1006	H-2020-1575	Saideep Healthcare & Research Pvt. Ltd., Ahmednagar, Maharashtra, India	H-2022-1034	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1007	H-2022-1816	Supercare Hospital, Shillong, Meghalaya, India	H-2022-1035	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1008	H-2021-1747	Maitreya Medicare Limited, Surat, Gujarat, India	H-2022-1036	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1009	H-2022-1850	Regency Renal Sciences Centre, Kanpur, Uttar Pradesh, India	H-2022-1037	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1010	H-2022-1895	CC Shroff Memorial Hospital (A Unit of Nandini Ramesh Gandhi Public Charitable Trust), Hyderabad, Telangana, India	H-2022-1038	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1011	H-2006-0003	Bombay Hospital & Medical Research Centre, Mumbai, Maharashtra, India	H-2022-1039	29 Sep 2022	28 Sep 2026	Accredited on 5th Edition
1012	H-2022-1836	Khandelwal Hospital & Urology Center Pvt.Ltd, Delhi, Delhi, India	H-2022-1040	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1013	H-2021-1759	Hakeem Abdul Hameed Centenary Hospital, New Delhi, Delhi, India	H-2022-1041	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1014	H-2021-1675	Vinayaka Mission Super Speciality Hospitals Pvt. Ltd. - VIMS Hospitals, Salem, Tamil Nadu, India	H-2022-1042	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1015	H-2021-1807	Rathi Hospital, New Delhi, Delhi, India	H-2022-1043	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1016	H-2019-1479	KIMS Hospitals, Gachibowli, Hyderabad, Telangana, India	H-2022-1044	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1017	H-2021-1757	New Korba Hospital, Korba, Chattisgarh, India	H-2022-1045	07 Oct 2022	06 Oct 2026	Accredited on 5th Edition
1018	H-2021-1707	Dhanwantri Hospital and Research Center (A Unit of Dhanvantri Life Care Private Limited), Jaipur, Rajasthan, India	H-2022-1046	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1019	H-2021-1785	Sharma Medicare Pvt. Ltd., Greater Noida, Uttar Pradesh, India	H-2022-1047	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1020	H-2022-1846	Jyoti Nursing Home Pvt. Ltd., Jaipur, Rajasthan, India	H-2022-1048	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1021	H-2022-1868	Sidharth Hospital, Kurukshetra, Haryana, India	H-2022-1049	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1022	H-2022-1855	Shalby Hospital, Indore, Indore, Madhya Pradesh, India	H-2022-1050	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1023	H-2018-1347	Life Line Hospital & Research Centre, Azamgarh, Madhya, Uttar Pradesh, India	H-2022-1051	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1024	H-2021-1783	Vadamalayan Hospital (P) Ltd.,, Dindigul, Tamil Nadu, India	H-2022-1052	14 Oct 2022	13 Oct 2026	Accredited on 5th Edition
1025	H-2021-1763	Siddhi Vinayak Hospital & Research Centre, Jaipur, Rajasthan, India	H-2022-1053	20 Oct 2022	19 Oct 2026	Accredited on 5th Edition
1026	H-2019-1462	Oriana Hospital, Varanasi, Uttar Pradesh, India	H-2022-1054	20 Oct 2022	19 Oct 2026	Accredited on 5th Edition
1027	H-2018-1310	BBR Super Speciality Hospital, Medchal, Secunderabad, Telangana, India	H-2022-1055	20 Oct 2022	19 Oct 2026	Accredited on 5th Edition
1028	H-2021-1761	Suretech Hospital & Research Centre Ltd., Nagpur, Maharashtra, India	H-2022-1056	27 Oct 2022	26 Oct 2026	Accreditation under Suspension w.e.f. 15th May 2025
1029	H-2021-1778	Gokul Hospital - Kuvadva Road, Rajkot, Gujarat, India	H-2022-1057	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1030	H-2022-1829	Guru Nanak Hospital , Palwal, Haryana, India	H-2022-1058	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1031	H-2022-1873	Konaseema Institute of Medical Sciences And Research Foundation Hospital, Amalapuram (Under Mother Theressa Educational Society, Amalapuram), Konaseema, Amalapuram, Andhra Pradesh, India	H-2022-1059	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1032	H-2021-1811	Ayursundra Superspecialty Hospital, Guwahati, Assam, India	H-2022-1060	27 Oct 2022	26 Oct 2026	Forced Withdrawal of Accreditation w.e.f. 5th November 2025
1033	H-2021-1760	The Medicity Rudrapur, Rudrapur, Uttarakhand, India	H-2022-1061	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1034	H-2021-1674	Ashwini Sahakari Rugnalaya ANI Sanshodhan Kendra NIY, Solapur, Maharashtra, India	H-2022-1062	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1035	H-2022-1889	Clearmedi Radiant Hospital, Mysore, Mysore, Karnataka, India	H-2022-1063	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1036	H-2022-1874	Ajanta Hospital & IVF Centre Pvt. Ltd., Lucknow, Uttar Pradesh, India	H-2022-1064	27 Oct 2022	26 Oct 2026	Accredited on 5th Edition
1037	H-2019-1510	Gupta Hospital & Research Centre, Kathua, Jammu and Kashmir, India	H-2022-1065	03 Nov 2022	02 Nov 2026	Accredited on 5th Edition
1038	H-2021-1797	Oscar Super Speciality Hospital & Trauma Center, Panipat, Haryana, India	H-2022-1066	03 Nov 2022	02 Nov 2026	Accredited on 5th Edition
1039	H-2022-1847	The Oxford Medical College, Hospital And Research Centre, Bangalore, Karnataka, India	H-2022-1067	03 Nov 2022	02 Nov 2026	Accredited on 5th Edition
1040	H-2022-1866	The Gujarat Cancer & Research Institute, Ahmedabad, Gujarat, India	H-2022-1068	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1041	H-2022-1853	Health1 Superspeciality Hospital, Ahmedabad, Gujarat, India	H-2022-1069	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1042	H-2022-1902	Omega Hospitals (A Unit Of Kurnool Institute Of Oncology), Kurnool, Andhra Pradesh, India	H-2022-1070	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1043	H-2021-1801	Shri Radhakrishna Hospital And Research Institute, Nagpur, Maharashtra, India	H-2022-1071	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1044	H-2022-1840	Nutema Healthcare Private Limited, Meerut, Uttar Pradesh, India	H-2022-1072	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1045	H-2021-1787	MAGJ Hospital Mookkannoor, Ernakulam, Kerala, India	H-2022-1073	10 Nov 2022	09 Nov 2026	Accredited on 5th Edition
1046	H-2022-1831	Imperial Hospital And Research Centre Pvt Ltd, Jaipur, Rajasthan, India	H-2022-1074	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1047	H-2021-1776	Sai Hospital, Haldwani (Nanital), Uttarakhand, India	H-2022-1075	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1048	H-2021-1809	Surya Kiran Hospital Private Limited, New Delhi, Delhi, India	H-2022-1076	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1049	H-2021-1788	Dr. KNS Memorial Institute of Medical Sciences - (Earlier Certificate issued in the Name of Mayo Institute of Medical Sciences), Barabanki, Uttar Pradesh, India	H-2022-1077	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1050	H-2022-1880	Star Synergy Hospital (A Unit Of Saurashtra Medicare LLP), Rajkot, Gujarat, India	H-2022-1078	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1051	H-2022-1872	Avitis Super Specialty Hospitals Pvt. Ltd., Palakkad, Kerala, India	H-2022-1079	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1052	H-2022-1886	HCG Curie City Cancer Centre, Vijaywada, Vijayawada, Andhra Pradesh, India	H-2022-1080	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1053	H-2022-N-00016	Prakash Hospital, Gautam Buddha Nagar, Uttar Pradesh, India	H-2022-1081	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1054	H-2022-1896	Anand Orthopaedic Centre, Thanesar, Kurukshetra, Haryana, India	H-2022-1082	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1055	H-2021-1755	Neotia Bhagirathi Woman and Child Care Centre Hospital (A Unit of Ambuja Neotia Health Care Venture Ltd.) - (Earlier Certificate issued in the Name of Bhagirathi Neotia woman and Child Care Centre), Kolkata, West Bengal, India	H-2022-1083	24 Nov 2022	23 Nov 2026	Accreditation under Suspension w.e.f. 15th May 2025
1056	H-2021-1784	ACI Cumballa Hill Multi Specialty Hospital, Mumbai, Maharashtra, India	H-2022-1084	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1057	H-2020-1587	Rotary Ambala Cancer and General Hospital, Ambala, Haryana, India	H-2022-1085	24 Nov 2022	23 Nov 2026	Accredited on 5th Edition
1058	H-2020-1642	Saroj Gupta Cancer Centre & Research Institute, Kolkata, West Bengal, India	H-2022-1086	03 Nov 2022	02 Nov 2026	Accredited on 5th Edition
1059	H-2021-1749	SJM Super Speciality Hospital, Noida, Uttar Pradesh, India	H-2022-1087	01 Dec 2022	30 Nov 2026	Accredited on 5th Edition
1060	H-2022-1826	SGVP Holistic Hospital, Ahmedabad, Gujarat, India	H-2022-1088	01 Dec 2022	30 Nov 2026	Accredited on 5th Edition
1061	H-2021-1721	Seth Mannulal Jagannath Das Trust Hospital, Jabalpur, Madhya Pradesh, India	H-2022-1089	08 Dec 2022	07 Dec 2026	Accredited on 5th Edition
1062	H-2022-1870	Upasani Super Speciality Hospital Private Limited, Mumbai, Maharashtra, India	H-2022-1090	08 Dec 2022	07 Dec 2026	Accredited on 5th Edition
1063	H-2022-1881	Pranayam Lung & Heart Institute, Vadodara, Gujarat, India	H-2022-1091	08 Dec 2022	07 Dec 2026	Accredited on 5th Edition
1064	H-2022-1892	Raj Jindal Hospital And Research Center Pvt. Ltd., Bharatpur, Rajasthan, India	H-2022-1092	08 Dec 2022	07 Dec 2026	Accredited on 5th Edition
1065	H-2022-1908	Apollo Hospitals, Guwahati, Assam, India	H-2022-1093	08 Dec 2022	07 Dec 2026	Accredited on 5th Edition
1066	H-2022-1854	Jai Hind Healthcare, Charkhi Dadri , Haryana, India	H-2022-1094	08 Dec 2022	07 Dec 2026	HCO was held in suspension from June 21, 2024 to 25th July 2024
1067	H-2021-1678	Chauhan Multispeciality & Trauma Centre, Pathankot, Punjab, India	H-2022-1095	15 Dec 2022	14 Dec 2026	Accredited on 5th Edition
1068	H-2021-1767	Apollo Reach Hospitals, Karimnagar, Telangana, India	H-2022-1096	15 Dec 2022	14 Dec 2026	Accredited on 5th Edition
1069	H-2021-1712	Tata Medical Center, Kolkata, West Bengal, India	H-2022-1097	15 Dec 2022	14 Dec 2026	Accredited on 5th Edition
1070	H-2022-1877	Vasavi Medical & Research Centre (Vasavi Hospital), Hyderabad, Telangana, India	H-2022-1098	15 Dec 2022	14 Dec 2026	Accredited on 5th Edition
1071	H-2022-1890	Sahayog Hospital (A Unit Of Ramade Memorial Medicare Reasearch Institute Llp, Gondia, Maharashtra, India	H-2022-1099	15 Dec 2022	14 Dec 2026	Accredited on 5th Edition
1072	H-2021-1744	Guru Nanak Mission Hospital, SBS Nagar, Punjab, India	H-2022-1100	07 Mar 2024	14 Dec 2026	HCO was held in suspension from 25th May 2023 to 6th March 2024
1073	H-2022-1898	Krupamayi Hospitals, Aurangabad, Maharashtra, India	H-2022-1101	15 Dec 2022	14 Dec 2026	Voluntary Withdrawal w.e.f. 16th June 2025
1074	H-2022-1852	People's General Hospital Pvt. Ltd., Bhopal, Madhya Pradesh, India	H-2022-1102	28 Dec 2022	27 Dec 2026	Accredited on 5th Edition
1075	H-2022-1879	Super Speciality Hospital.Shyam Shah Medical College, Rewa, Madhya Pradesh, India	H-2022-1103	28 Dec 2022	27 Dec 2026	Accreditation under Suspension w.e.f. 15th May 2025
1076	H-2021-1762	Monilek Hospital & Research Centre, Jaipur, Rajasthan, India	H-2022-1104	28 Dec 2022	27 Dec 2026	Accredited on 5th Edition
1077	H/2022/N00014	Infinity Care Hospital, Varanasi, Uttar Pradesh, India	H-2022-1105	28 Dec 2022	27 Dec 2026	Accredited on 5th Edition
1078	H-2021-1682	Polaris Hospital, Gurgaon, Haryana, India	H-2023-1106	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1079	H-2021-1728	Ashutosh Hospital & Trauma Centre, Prayagraj, Uttar Pradesh, India	H-2023-1107	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1080	H-2022-1833	Imbichibava Memorial Co-Operative Hospitaland Research Centre Society Ltd. No.M-841, Alathiyur Post, Tirur Malappuram, Malappuram, Kerala, India	H-2023-1108	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1081	H-2022-1887	Lifeline Hospital Medical & Research Centre, Raigad, Panvel, Maharashtra, India	H-2023-1109	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1082	H-2022-1900	N Z Health & Medicare Center (Zeel Multi Speciality Hospital), Sagwara, Dungarpur, Rajasthan, India	H-2023-1110	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1083	H-2022-1871	Radhe Multispeciality Hospital (A Unit Of Madhav Shyam Multispeciality Hospital Pvt. Ltd.), Gandhinagar, Gujarat, India	H-2023-1111	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1084	H-2021-1752	Gujarat Kidney and Superspeciality Hospital, Vadodara, Gujarat, India	H-2023-1112	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1085	H-2022-1815	Ujala Cygnus Central Hospital, Haldwani (Nanital), Uttarakhand, India	H-2023-1113	05 Jan 2023	04 Jan 2027	Accredited on 5th Edition
1086	H-2022-1865	Index Medical College Hospital & Research Centre, Indore, Madhya Pradesh, India	H-2023-1114	13 Jan 2023	12 Jan 2027	Accredited on 5th Edition
1087	H-2022-1828	Tarak Hospital, Delhi, Delhi, India	H-2023-1115	13 Jan 2023	12 Jan 2027	Accredited on 5th Edition
1088	H-2021-1773	Adesh Medical College And Hospital, Kurukshetra, Haryana, India	H-2023-1116	13 Jan 2023	12 Jan 2027	Accredited on 5th Edition
1089	H-2022-1835	Shree Ramnath Hospital, Ratnagiri, Maharashtra, India	H-2023-1117	13 Jan 2023	12 Jan 2027	Accredited on 5th Edition
1090	H-2022-1818	Ahmedabad Bariatrics and Cosmetics Private Limited, Ahmedabad, Gujarat, India	H-2023-1118	13 Jan 2023	12 Jan 2027	Forced Withdrawal of Accreditation w.e.f. 23rd December 2024
1091	H-2022-1820	GBH General and GBH Memorial Cancer Hospital, Udaipur, Rajasthan, India	H-2023-1119	19 Jan 2023	18 Jan 2027	Accredited on 5th Edition
1092	H-2021-1793	Dhanvantri Jeevan Rekha Limited, Meerut, Uttar Pradesh, India	H-2023-1120	19 Jan 2023	18 Jan 2027	Accredited on 5th Edition
1093	H-2022-1905	Silverstreak Multispeciality Hospital, Gurgaon, Haryana, India	H-2023-1121	19 Jan 2023	18 Jan 2027	Accredited on 5th Edition
1094	H-2022-1861	Newera Hospital & Research Institute (A Unit of Newera Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of New Era Hospital & Research Institute), Nagpur, Maharashtra, India	H-2023-1122	19 Jan 2023	18 Jan 2027	Accredited on 5th Edition
1095	H/2022/N00010	Udai Omni Hospitals Pvt Ltd, Hyderabad, Telangana, India	H-2023-1123	19 Jan 2023	18 Jan 2027	Accredited on 5th Edition
1096	H-2022-1878	Kanba Hospital - Unit Of Lakhani Hospitals Pvt. Ltd., Ahmedabad, Gujarat, India	H-2023-1124	27 Jan 2023	26 Jan 2027	Accredited on 5th Edition
1097	H-2022-1906	Starcare Hospital Kozhikode Private Limited, Kozhikode, Kerala, India	H-2023-1125	27 Jan 2023	26 Jan 2027	Accredited on 5th Edition
1098	H-2022-1842	Nemcare Hospitals Pvt. Ltd., Guwahati, Assam, India	H-2023-1126	02 Feb 2023	01 Feb 2027	Accredited on 5th Edition
1099	H-2022-1882	Super-Speciality Hospital, Netaji Subhash Chandra Bose Medical College, Jabalpur, Madhya Pradesh, India	H-2023-1127	02 Feb 2023	01 Feb 2027	Accredited on 5th Edition
1100	H/2022/N00020	Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd) , Idukki, Kerala, India	H-2023-1128	02 Feb 2023	01 Feb 2027	Accredited on 5th Edition
1101	HCO-05/2022/02220	Medway Hospitals (A Unit of United Alliance Healthcare Pvt. Ltd.), Chennai, Tamil Nadu, India	H-2023-1129	09 Feb 2023	08 Feb 2027	Accredited on 5th Edition
1102	H-2021-1751	Apple Maitreya Hospital, Surat, Udhna, Gujarat, India	H-2023-1130	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1103	H-2020-1610	Vinayak Hospital, Bareilly, Uttar Pradesh, India	H-2023-1131	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1104	H-2021-1810	Raj Hospitals, Ranchi, Jharkhand, India	H-2023-1132	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1105	H-2021-1786	Mittal Bhilai Hospital, Bhilai, Chattisgarh, India	H-2023-1133	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1106	H-2022-1899	Ashwini Trauma Centre (Unit Of Cuttack Hospitals Pvt. Ltd.), Cuttack, Orissa, India	H-2023-1134	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1107	HCO-05/2022/02037	St. Josephs Hospital, Lucknow, Uttar Pradesh, India	H-2023-1135	23 Feb 2023	22 Feb 2027	Accredited on 5th Edition
1108	HCO-05-2022-02059	Noble Multispeciality Hospital, Bhopal, Madhya Pradesh, India	H-2023-1136	16 Feb 2023	15 Feb 2027	Accredited on 5th Edition
1109	H-2020-1558	Gujarat Adani Institute Of Medical Sciences (G.K.General Hospital), Bhuj, Gujarat, India	H-2023-1137	02 Mar 2023	01 Mar 2027	Accredited on 5th Edition
1110	HCO-05-2022-02006	Medipoint Hospitals Pvt. Ltd., Pune, Maharashtra, India	H-2023-1138	02 Mar 2023	01 Mar 2027	Accredited on 5th Edition
1111	HCO-05-2022-02226	B T Savani Kidney Hospital, Rajkot, Gujarat, India	H-2023-1139	02 Mar 2023	01 Mar 2027	Accredited on 5th Edition
1112	H-2019-1502	Vasavi Hospital, Bangalore, Karnataka, India	H-2023-1140	09 Mar 2023	08 Mar 2027	Accredited on 5th Edition
1113	H-2022-1812	Ujala Hospital (A Unit of Ujala Healthcare Services Private Limited), Kashipur, Uttarakhand, India	H-2023-1141	09 Mar 2023	08 Mar 2027	Accredited on 5th Edition
1114	HCO-05-2022-02068	Nidaan Hospital, Sonipat, Haryana, India	H-2023-1142	09 Mar 2023	08 Mar 2027	Accredited on 5th Edition
1115	HCO-05-2022-02204	Hannah Joseph Hospital Pvt. Ltd., Madurai, Tamil Nadu, India	H-2023-1143	09 Mar 2023	08 Mar 2027	Accredited on 5th Edition
1116	HCO-05-2022-02159	Parul Sevashram Hospital (Parul Institute of Medical Sciences & Research), Vadodara, Gujarat, India	H-2023-1144	09 Mar 2023	08 Mar 2027	Accredited on 5th Edition
